"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","CAR_AGE","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"4787","0",0,55,9740,11,"SUV","Private","0","Masters",292979,"0",74027,"Lawyer","0","Yes","0",0,"No","no","No","F",4,17,"Urban",17
"4788","0",0,50,19450,21,"Pickup","Private","2","Masters",145691,"0",46269,"Professional","0","Yes","5",5109,"No","no","No","F",4,10,"Urban",12
"4789","0",0,61,14440,20,"Sports Car","Private","1","Masters",233201,"0",62063,"Lawyer","0","Yes","2",4641,"No","no","No","F",13,28,"Urban",14
"4790","1",5212,53,6800,1,"SUV","Private","0","High School",175890,"0",30319,"Professional","0","No","2",0,"No","no","No","F",6,8,"Urban",11
"4791","1",1869,49,6400,1,"Pickup","Commercial","3","High School",87080,"0",0,"Student","0","Yes","7",5032,"No","yes","No","M",1,69,"Urban",0
"4792","0",0,55,18290,11,"Van","Commercial","3","Bachelors",0,"0",70628,"Professional","0","No","5",5493,"No","yes","No","M",6,51,"Urban",9
"4793","0",0,51,25780,17,"Minivan","Commercial","2","Bachelors",201076,"0",57906,"Blue Collar","0","Yes","5",10019,"No","no","No","F",11,51,"Urban",8
"4794","1",731.30383662,51,1500,7,"Minivan","Private","3","Bachelors",0,"0",38668,"Clerical","0","No","2",31344,"No","yes","Yes","M",6,49,"Rural",11
"4795","0",0,39,26050,9,"Minivan","Private","0","Bachelors",215542,"0",58544,"Professional","0","No","4",0,"No","no","No","F",13,29,"Rural",10
"4796","0",0,40,5770,6,"Pickup","Private","0","No High School",0,"3",2660,"Student","1","Yes","3",0,"No","yes","No","M",4,48,"Rural",15
"4797","0",0,37,15800,10,"SUV","Private","0","Masters",186564,"0",54416,"Lawyer","0","No","1",0,"No","no","No","F",7,55,"Urban",15
"4798","1",4042,44,5800,1,"Sports Car","Private","0","High School",266489,"0",69236,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,38,"Urban",13
"4799","1",5441,39,12800,8,"SUV","Commercial","1","No High School",0,"3",12854,"Student","0","No","3",2452,"Yes","no","No","F",11,25,"Rural",15
"4800","0",0,51,13410,14.1309444444444,"Minivan","Private","0","Masters",200577,"0",68128,"Lawyer","0","Yes","0",0,"No","no","No","M",1,25,"Urban",15
"4801","0",0,41,11030,1,"Pickup","Commercial","0","No High School",0,"0",36807,"Blue Collar","0","No","0",0,"No","no","No","M",1,37,"Rural",8
"4802","1",6415,40,7470,13,"SUV","Private","2","Bachelors",0,"0",0,"Home Maker","0","No","3",9603,"No","no","No","F",15,31,"Urban",0
"4803","0",0,33,24610,9,"Pickup","Commercial","0","Bachelors",265755,"3",95584,"Blue Collar","0","No","0",0,"Yes","no","No","F",4,27,"Rural",11.146
"4804","0",0,35,12860,6,"Minivan","Private","0","Bachelors",185020,"0",78582,"Manager","0","Yes","1",0,"No","yes","No","M",4,28,"Urban",12
"4805","0",0,55,9430,1,"SUV","Private","0","High School",148845.775357143,"0",30028,"Clerical","0","Yes","0",0,"No","no","No","F",7,10,"Rural",5
"4806","1",3510,56,1500,10,"SUV","Private","0","Bachelors",100226,"0",123.359999999942,"Home Maker","0","Yes","1",0,"No","no","No","F",1,32,"Urban",0
"4807","1",8351,35,15030,12,"Minivan","Commercial","0","Bachelors",0,"0",64379,"Blue Collar","0","No","0",0,"No","yes","No","M",1,88,"Rural",7
"4808","1",1221,45,6000,11,"SUV","Private","3","Bachelors",70067,"0",0,"Home Maker","0","No","1",3373,"No","no","No","F",1,40,"Urban",0
"4809","1",3419,33,4600,6,"Pickup","Commercial","2","High School",0,"2",82407,"Blue Collar","0","No","0",1794,"Yes","no","No","M",1,51,"Urban",14
"4810","0",0,48,14040,8,"Minivan","Private","2","Bachelors",247618,"0",73327.5,"Manager","0","No","1",1065,"No","no","No","M",9,31,"Urban",12
"4811","1",3547.9192947,54,13320,17,"SUV","Private","5","Bachelors",221443,"1",64155,"Professional","1","Yes","1",7884,"No","no","No","F",10,34,"Urban",7
"4812","0",0,46,10540,6,"SUV","Private","0","No High School",169297,"0",44358,"Clerical","0","Yes","2",0,"No","no","No","F",1,9,"Rural",7
"4813","0",0,42,24600,7,"Panel Truck","Commercial","1","No High School",0,"2",0,"Student","0","No","0",48684,"Yes","no","Yes","M",1,49,"Rural",0
"4814","0",0,48,7910,8,"SUV","Private","0","High School",243575,"0",64133,"Professional","0","No","0",0,"No","no","No","F",4,34,"Urban",12
"4815","1",3393,45,11840,11,"SUV","Commercial","0","Bachelors",321990,"2",101470,"Blue Collar","2","Yes","3",0,"No","no","Yes","F",3,25,"Urban",16
"4816","1",1791.3944575,32,9150,1,"Pickup","Commercial","0","No High School",60950,"4",0,"Student","0","Yes","4",0,"No","yes","No","M",10,36,"Urban",0
"4817","1",8097,26,3900,12.8520952380952,"SUV","Private","0","Masters",282194,"1",110880,"Manager","0","Yes","3",0,"No","no","No","F",18,29,"Urban",7
"4818","0",0,49,25630,13,"Minivan","Private","0","Masters",310893,"0",104462,"Lawyer","0","No","0",0,"No","yes","No","M",1,32,"Urban",10
"4819","0",0,56,21330,12,"Minivan","Private","0","Bachelors",360296,"0",142333,"Professional","0","Yes","0",0,"No","no","No","M",1,25,"Urban",14
"4820","0",0,46,12360,11,"Minivan","Private","0","Bachelors",168933,"0",42872.555,"Clerical","0","Yes","0",0,"No","no","No","M",5,34,"Rural",13
"4821","1",2763,37,10890,11,"Pickup","Commercial","4","Bachelors",0,"0",78341,"Professional","0","No","2",3857,"No","yes","No","M",4,47,"Urban",13
"4822","0",0,47,6200,6,"Pickup","Commercial","0","Bachelors",291077,"0",94054,"Blue Collar","0","Yes","1",0,"No","yes","No","M",9,46,"Urban",8
"4823","1",6162,64,13810,15,"Sports Car","Private","1","Masters",231176,"0",65398,"Lawyer","0","Yes","0",9658,"No","no","No","F",11,53,"Urban",14
"4824","0",0,33,7840,1,"SUV","Private","0","High School",122763,"1",28182,"Manager","0","Yes","4",0,"No","no","No","F",6,40,"Urban",6
"4825","0",0,42,20230,4,"Minivan","Private","0","No High School",204259,"0",58460,"Blue Collar","0","No","1",0,"No","no","No","F",17,36,"Rural",7
"4826","0",0,44,16800,1,"Pickup","Private","0","No High School",242148,"2",67730,"Blue Collar","0","Yes","1",0,"No","no","No","F",4,44,"Rural",10
"4827","1",7531,41,6000,21,"Sports Car","Private","2","Masters",0,"0",85545,"Lawyer","0","No","4",26003,"No","no","Yes","F",1,36,"Urban",3
"4828","0",0,39,26210,8,"Sports Car","Private","0","No High School",95240,"2",19785,"Blue Collar","1","Yes","0",0,"No","no","No","F",10,5,"Urban",11
"4829","0",0,38,13830,9,"SUV","Commercial","0","Bachelors",98248,"3",730,"Home Maker","0","Yes","0",0,"No","no","No","F",4,80,"Rural",8.87
"4830","1",7563,25,11780,7,"SUV","Private","2","Bachelors",224977,"5",59896,"Clerical","0","Yes","4",30213,"No","no","Yes","F",1,30,"Urban",14
"4831","0",0,53,8930,1,"Minivan","Commercial","0","High School",0,"0",21267,"Student","0","No","0",0,"No","yes","No","M",3,35,"Rural",9
"4832","1",2188,37,5200,8,"Sports Car","Commercial","1","High School",80900,"0",0,"Student","0","Yes","0",6064,"No","no","No","F",1,40,"Urban",0
"4833","1",4435,56,30200,17,"Panel Truck","Commercial","2","PhD",553221,"0",231004,"Professional","0","Yes","0",7092,"No","no","No","M",1,22,"Urban",13
"4834","0",0,37,11470,17,"SUV","Private","1","Masters",199373,"0",45147,"Manager","0","Yes","1",23588,"No","no","Yes","F",13,76,"Urban",11
"4835","0",0,51,19480,8,"Van","Commercial","0","High School",0,"0",0,"Student","0","Yes","0",0,"No","no","No","M",4,30,"Rural",0
"4836","1",4041,55,10750,3.9375,"SUV","Private","0","No High School",165342,"0",37523,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,28,"Urban",14
"4837","0",0,50,6500,11,"Pickup","Private","0","Masters",0,"0",154602,"Lawyer","0","No","1",0,"No","yes","No","M",7,36,"Urban",9
"4838","0",0,55,6400,8,"SUV","Commercial","2","High School",210146,"0",48509,"Blue Collar","0","Yes","1",9009,"No","no","No","F",13,31,"Urban",6
"4839","1",7008,48,7380,10,"SUV","Commercial","1","High School",0,"0",0,"Student","0","Yes","5",4969,"No","no","No","F",17,47,"Urban",0
"4840","0",0,51,34270,15,"Panel Truck","Commercial","3","Masters",251752.184333333,"0",85345,"Manager","0","Yes","5",8481,"No","no","No","M",4,37,"Urban",13
"4841","0",0,50,1500,11,"Sports Car","Private","0","Bachelors",183581,"0",28299,"Home Maker","0","Yes","0",0,"No","no","No","F",6,40,"Urban",5
"4842","0",0,53,12630,15,"Minivan","Private","2","Masters",206406,"0",58319,"Lawyer","0","No","5",4582,"No","yes","No","M",4,13,"Urban",12
"4843","0",0,52,13410,15,"SUV","Private","0","PhD",0,"0",67096,"Doctor","0","No","0",0,"No","no","No","F",6,38,"Urban",10.5283712121212
"4844","0",0,43,12530,5,"SUV","Private","0","Bachelors",244590,"0",87597,"Professional","0","Yes","0",0,"No","no","No","F",3,41,"Rural",9
"4845","0",0,57,12820,1,"SUV","Private","0","High School",169993,"0",40864,"Clerical","0","Yes","1",0,"No","no","No","F",4,39,"Rural",5
"4846","1",4804,45,16070,1,"SUV","Commercial","1","High School",0,"4",65801,"Blue Collar","2","No","3",7056,"Yes","no","No","F",1,14,"Urban",16
"4847","0",0,48,28530,14,"Sports Car","Private","0","PhD",533713,"0",212960,"Doctor","0","Yes","0",0,"No","no","No","F",1,13,"Urban",12
"4848","1",3491,35,23100,9,"Minivan","Private","0","Bachelors",0,"2",66452,"Manager","0","No","2",0,"Yes","yes","No","M",6,39,"Urban",11.06
"4849","0",0,49,28140,1,"Minivan","Private","0","No High School",0,"0",54639,"Clerical","0","No","0",0,"No","yes","No","M",1,50,"Rural",14
"4850","0",0,47,20530,15,"Minivan","Private","2","Masters",242258,"0",62538,"Lawyer","0","No","1",26544,"No","no","Yes","F",1,21,"Urban",12
"4851","1",3749.3295089,60,17700,5,"Van","Commercial","0","No High School",0,"1",35120,"Manager","1","No","1",0,"Yes","no","No","M",4,37,"Urban",11.59
"4852","1",4876,46,6100,1,"Pickup","Commercial","0","High School",139612,"0",37192,"Professional","0","Yes","4",0,"No","no","No","M",6,24,"Urban",7
"4853","0",0,40,15220,20,"SUV","Private","2","Masters",0,"0",61758,"Lawyer","0","No","0",28003,"No","no","Yes","F",1,45,"Urban",10
"4854","0",0,42,1500,6,"Sports Car","Private","0","No High School",68310,"1",0,"Home Maker","0","No","2",0,"Yes","no","No","F",1,64,"Rural",0
"4855","0",0,41,26970,9,"Pickup","Commercial","0","Bachelors",304883,"0",104436,"Manager","0","Yes","4",0,"No","no","No","F",9,5,"Urban",8
"4856","1",3674,53,18070,5.72,"Pickup","Commercial","3","High School",0,"0",0,"Home Maker","0","No","0",20773,"No","no","Yes","F",7,28,"Urban",0
"4857","0",0,45,6000,1,"Pickup","Private","1","High School",153488,"2",33464,"Clerical","2","Yes","7",2883,"No","yes","No","M",6,18,"Urban",13
"4858","0",0,44,8920,8,"Minivan","Private","2","Bachelors",160824,"0",30242,"Clerical","0","Yes","5",45823,"No","no","No","M",1,40,"Urban",15
"4859","0",0,39,22520,6,"Pickup","Private","0","No High School",123850,"0",33997,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,8,"Urban",12
"4860","0",0,48,12100,1,"Pickup","Private","0","High School",0,"0",36492.7035,"Clerical","0","No","0",0,"No","yes","No","M",3,51,"Rural",12
"4861","1",3172,58,13140,1,"Minivan","Private","4","High School",0,"1",0,"Student","0","No","9",5696,"Yes","yes","No","M",1,51,"Urban",0
"4862","0",0,51,19940,18,"Minivan","Private","1","PhD",361561,"0",133425,"Doctor","0","Yes","0",4434,"No","no","No","F",6,22,"Urban",7
"4863","0",0,39,12760,6,"Minivan","Commercial","0","No High School",171976,"2",30600,"Blue Collar","1","Yes","3",0,"No","yes","Yes","M",6,7,"Rural",14
"4864","0",0,64,8810,1,"Sports Car","Private","0","Masters",225754.072142857,"0",56744,"Lawyer","0","Yes","1",0,"No","no","No","F",13,35,"Urban",15
"4865","0",0,44,24150,14,"Sports Car","Private","0","Bachelors",0,"1",109254,"Professional","0","No","1",0,"Yes","no","Yes","F",1,5,"Urban",7
"4866","0",0,40,8630,1,"Minivan","Commercial","0","High School",153571,"0",31311,"Blue Collar","0","No","1",0,"No","yes","No","M",1,12,"Rural",12
"4867","0",0,39,8370,8,"SUV","Private","0","Bachelors",0,"0",30394,"Clerical","0","No","1",0,"No","no","No","F",1,59,"Rural",9
"4868","1",15018.702533,52,10840,8,"Pickup","Commercial","0","High School",198177,"0",41367,"Blue Collar","0","Yes","2",0,"No","yes","No","M",1,7,"Urban",11
"4869","0",0,58,26840,7,"Pickup","Private","0","PhD",452433.065406433,"0",195415,"Doctor","0","Yes","2",0,"No","no","No","F",1,28,"Urban",12
"4870","0",0,44,28590,1,"Minivan","Commercial","0","High School",283673,"2",107278,"Blue Collar","0","Yes","1",0,"No","no","No","F",7,35,"Urban",15
"4871","0",0,48,18060,12,"Minivan","Private","0","Masters",308937,"0",112684,"Lawyer","0","No","1",0,"No","yes","Yes","M",11,38,"Urban",10
"4872","1",6059,47,8150,1,"SUV","Commercial","1","High School",134741,"0",19527,"Blue Collar","0","No","2",23275,"No","no","Yes","F",1,50,"Urban",14
"4873","0",0,47,15420,1,"Minivan","Commercial","2","High School",195598,"0",53564,"Blue Collar","0","Yes","0",4608,"No","yes","No","M",9,29,"Urban",10
"4874","0",0,43,18240,9,"Minivan","Commercial","0","Bachelors",185719,"3",60860,"Blue Collar","2","Yes","0",0,"No","yes","Yes","M",10,40,"Urban",8
"4875","1",1519.0838481,38,5300,1,"Pickup","Commercial","0","High School",0,"1",19122,"Professional","0","No","0",0,"Yes","yes","Yes","M",10,40,"Urban",9
"4876","0",0,69,24500,19,"Sports Car","Private","3","Masters",159132,"0",16122,"Manager","0","Yes","0",6364,"No","no","No","F",1,71,"Urban",18
"4877","1",5270,27,14900,8,"SUV","Commercial","1","Bachelors",0,"3",0,"Student","0","No","4",33611,"Yes","no","Yes","F",7,16,"Urban",0.759999999999987
"4878","1",1911,49,8820,9,"Pickup","Commercial","3","Bachelors",0,"0",0,"Student","0","No","2",29572,"No","no","Yes","F",1,16,"Urban",0
"4879","0",0,38,7510,13,"SUV","Private","0","Bachelors",212888,"0",69618,"Professional","0","Yes","0",0,"No","no","No","F",11,36,"Urban",12
"4880","0",0,49,7410,8,"SUV","Private","0","No High School",110261,"0",28123,"Clerical","0","Yes","0",0,"No","no","No","F",1,83,"Rural",7
"4881","0",0,52,11630,6,"Pickup","Commercial","2","High School",156362,"0",33933,"Blue Collar","0","Yes","1",3764,"No","yes","No","M",6,25,"Urban",10
"4882","0",0,50,10670,1,"Minivan","Private","0","No High School",165740,"0",41656,"Clerical","0","Yes","0",0,"No","no","No","M",17,26,"Rural",12
"4883","0",0,33,23220,9.38,"SUV","Private","0","Bachelors",290127,"1",85030,"Professional","0","Yes","2",0,"No","no","No","F",4,24,"Urban",7
"4884","0",0,55,19760,7,"Pickup","Private","3","Bachelors",166691,"0",35594,"Manager","0","No","1",20437,"No","no","No","F",3,43,"Urban",13
"4885","0",0,54,12170,1,"Minivan","Private","0","High School",0,"0",52722,"Professional","0","No","0",0,"No","yes","No","M",6,55,"Urban",12
"4886","0",0,56,27560,13,"Panel Truck","Commercial","3","PhD",0,"0",184068,"Manager","0","No","2",5224,"No","no","No","M",10,31,"Urban",12
"4887","0",0,47,13790,19,"SUV","Private","0","Masters",151397,"0",42474,"Professional","0","Yes","3",0,"No","no","No","F",17,31,"Urban",10
"4888","0",0,53,29260,1,"Panel Truck","Commercial","1","High School",0,"0",51435,"Professional","0","No","3",4099,"No","yes","No","M",10,33,"Urban",12
"4889","1",1756,33,6780,7,"Pickup","Commercial","3","High School",113050,"1",26177,"Blue Collar","0","No","5",3469,"Yes","no","No","M",10,33,"Urban",9
"4890","1",3128,42,18790,7,"Minivan","Private","0","Bachelors",161808,"1",44955,"Professional","0","Yes","2",0,"No","yes","No","M",13,30,"Urban",11
"4891","0",0,49,8510,10,"SUV","Private","0","Bachelors",237554,"0",70135,"Manager","0","Yes","4",0,"No","no","No","F",9,17,"Urban",8
"4892","0",0,31,8550,1,"SUV","Private","0","High School",0,"1",17398,"Clerical","0","No","0",0,"Yes","no","No","F",6,26,"Rural",11
"4893","0",0,55,20040,1,"Van","Private","0","Bachelors",230667,"0",72085,"Manager","0","Yes","0",0,"No","yes","No","M",6,5,"Urban",7
"4894","1",5761,47,34380,14,"Van","Commercial","2","Bachelors",273069,"0",85183,"Professional","0","Yes","2",6308,"No","no","No","F",7,40,"Urban",14
"4895","1",5386,61,8380,1,"SUV","Private","3","High School",172982,"2",36611,"Clerical","2","Yes","1",1139,"No","yes","No","M",7,28,"Urban",14
"4896","0",0,48,11010,15,"SUV","Private","0","Masters",0,"0",113910,"Professional","0","No","1",0,"No","no","Yes","F",7,34,"Urban",8
"4897","1",2051,30,11440,8,"Sports Car","Commercial","0","High School",227852,"1",69357,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,33,"Urban",10
"4898","1",6612,61,7600,19,"SUV","Private","0","PhD",481375,"0",179536,"Doctor","0","No","0",0,"No","no","No","M",1,45,"Urban",12
"4899","0",0,38,22280,15,"Van","Private","0","PhD",428605,"0",158335.293214286,"Manager","0","Yes","0",0,"No","yes","No","M",6,49,"Urban",11
"4900","0",0,47,15960,1,"SUV","Private","1","Bachelors",265828,"0",97611,"Professional","0","Yes","0",808,"No","no","No","F",7,12,"Urban",7
"4901","0",0,32,10150,7,"SUV","Private","3","Bachelors",197379,"3",54464,"Clerical","0","No","0",6474,"Yes","no","No","F",3,34,"Urban",13
"4902","1",5724,43,3750,1,"Sports Car","Commercial","1","No High School",162586,"3",32505,"Blue Collar","1","Yes","11",6714,"No","no","No","F",6,29,"Urban",17
"4903","0",0,43,16170,1,"Minivan","Private","1","High School",0,"0",263,"Student","0","No","0",42604,"No","yes","No","M",3,26,"Urban",5
"4904","0",0,50,15500,15,"Minivan","Private","1","Masters",265405,"0",90015,"Professional","0","Yes","0",9082,"No","no","No","F",10,49,"Urban",16
"4905","0",0,40,5500,11,"Sports Car","Commercial","3","Bachelors",0,"2",1556.35999999996,"Student","0","No","5",8149,"Yes","no","No","F",4,70,"Rural",0
"4906","0",0,53,6800,13,"Pickup","Private","0","Bachelors",236411,"0",58108,"Professional","0","Yes","0",0,"No","yes","No","M",10,14,"Urban",12
"4907","0",0,51,26860,16,"Minivan","Private","0","Masters",231329,"0",81284,"Lawyer","0","Yes","0",0,"No","yes","No","M",1,26,"Urban",12
"4908","0",0,53,11240,5,"Sports Car","Private","3","High School",178233,"0",44405,"Clerical","0","Yes","5",29959,"No","no","Yes","F",1,24,"Urban",13
"4909","0",0,37,24380,5.0825,"SUV","Commercial","0","High School",0,"4",12650.045,"Student","3","Yes","1",0,"No","no","No","F",7,41,"Rural",12.56
"4910","1",9945,61,13870,12,"Sports Car","Private","1","Masters",196195,"0",62706,"Lawyer","0","No","4",8081,"No","no","Yes","F",4,45,"Urban",14
"4911","0",0,36,1500,12,"SUV","Private","0","Bachelors",0,"0",0,"Home Maker","0","Yes","0",0,"No","no","No","M",4,35,"Urban",0
"4912","1",5381,37,5390,5.185,"SUV","Private","2","High School",64066,"2",417.519999999931,"Home Maker","1","Yes","4",4650,"No","no","No","F",1,35,"Urban",0
"4913","1",6076,42,4910,3.695,"Pickup","Private","0","No High School",121601,"2",34084,"Clerical","1","Yes","1",0,"No","no","No","M",1,38,"Urban",14
"4914","1",6914,28,3830,12,"Minivan","Commercial","1","Bachelors",0,"3",0,"Student","0","No","0",4311,"Yes","yes","No","M",1,33,"Urban",0
"4915","0",0,41,20380,11,"Van","Commercial","0","Bachelors",235369,"2",97285,"Blue Collar","0","Yes","3",0,"No","no","No","M",6,44,"Rural",15
"4916","1",2559,45,6000,10,"Sports Car","Private","3","High School",211342,"1",67633,"Blue Collar","1","Yes","3",4339,"No","no","No","F",4,29,"Urban",12
"4917","0",0,52,17750,18,"Minivan","Private","0","Masters",327227,"0",137357,"Lawyer","0","No","0",0,"No","no","No","F",10,11,"Urban",11
"4918","1",2707,51,44590,9,"Panel Truck","Commercial","2","Bachelors",467883,"0",166929.106666667,"Professional","0","No","5",8331,"No","no","No","F",1,29,"Urban",12
"4919","0",0,38,20120,7,"SUV","Private","2","Bachelors",0,"2",83053,"Manager","2","No","3",5068,"Yes","no","No","F",9,29,"Urban",6
"4920","0",0,35,16260,4,"SUV","Private","0","No High School",0,"0",55424,"Blue Collar","0","No","0",0,"No","no","No","F",4,64,"Urban",9
"4921","0",0,44,20380,1,"Van","Commercial","1","High School",187957,"3",47543,"Blue Collar","2","Yes","3",7039,"No","no","No","M",4,19,"Urban",12
"4922","0",0,52,15210,6,"SUV","Commercial","0","High School",0,"1",35681,"Blue Collar","0","No","1",0,"Yes","no","No","F",3,28,"Urban",11
"4923","0",0,54,20570,12,"Minivan","Private","0","Masters",209157,"0",49268,"Lawyer","0","Yes","5",0,"No","no","No","M",10,20,"Urban",16
"4924","0",0,37,5590,20,"Minivan","Private","3","Masters",182367,"0",58561,"Lawyer","0","Yes","3",2942,"No","yes","No","M",7,15,"Urban",12
"4925","1",4037,61,13570,14,"Sports Car","Private","0","PhD",232227,"0",59690,"Lawyer","0","Yes","0",0,"No","no","No","F",10,44,"Urban",14
"4926","0",0,54,34170,21,"Pickup","Private","0","Masters",308889,"0",103598,"Manager","0","Yes","2",0,"No","no","No","F",7,16,"Urban",15
"4927","0",0,51,17890,1,"Minivan","Private","0","High School",0,"0",63265,"Blue Collar","0","No","0",0,"No","no","No","M",10,37,"Rural",7
"4928","1",5216.1441799,39,10450,5,"Pickup","Commercial","0","High School",215876,"0",54960,"Blue Collar","0","Yes","2",0,"No","no","No","M",4,5,"Urban",9
"4929","0",0,49,10150,20,"SUV","Private","0","Masters",365908,"0",128794.334642857,"Manager","0","Yes","0",0,"No","no","No","F",17,26,"Urban",11
"4930","0",0,49,17310,5,"Minivan","Private","0","Bachelors",194764,"0",60079,"Manager","0","Yes","3",0,"No","no","No","F",6,33,"Urban",11
"4931","0",0,46,22700,10,"Minivan","Private","0","Masters",365826,"0",140919,"Lawyer","0","Yes","2",0,"No","no","No","F",13,49,"Rural",10
"4932","0",0,53,24930,7,"Pickup","Commercial","0","Bachelors",351686,"0",114845,"Manager","0","Yes","0",0,"No","no","Yes","F",6,54,"Urban",13
"4933","1",3737,51,26580,1,"Panel Truck","Commercial","5","High School",0,"0",0,"Student","0","Yes","0",5921,"No","yes","No","M",7,34,"Urban",0
"4934","1",5139,53,11250,3.248,"Pickup","Private","3","No High School",175879,"0",35168,"Blue Collar","0","No","0",5103,"No","yes","No","M",1,41,"Urban",12
"4935","0",0,54,12340,10,"Sports Car","Private","2","PhD",188539,"0",35638,"Doctor","0","Yes","0",1278,"No","no","No","F",1,34,"Urban",12.2673333333333
"4936","1",3351,54,12140,7,"Pickup","Private","4","Bachelors",212452,"0",52409,"Clerical","0","No","2",1986,"No","yes","No","M",3,40,"Urban",6
"4937","1",4440,36,14420,5.17666666666667,"SUV","Private","1","High School",182970,"0",39019,"Professional","0","Yes","0",1414,"No","no","No","F",3,46,"Urban",10
"4938","0",0,48,14440,11,"SUV","Private","0","Bachelors",247569,"0",81389,"Professional","0","Yes","0",0,"No","no","No","F",10,48,"Urban",8
"4939","0",0,48,13380,1,"Minivan","Private","0","Bachelors",325325,"0",118753,"Professional","0","Yes","0",0,"No","yes","No","M",6,47,"Urban",12
"4940","0",0,52,23260,15,"Sports Car","Private","0","Masters",273130,"0",94022,"Lawyer","0","Yes","4",0,"No","no","No","F",10,13,"Urban",14
"4941","1",4420,64,15280,3,"SUV","Private","2","No High School",119621,"0",12291,"Clerical","0","Yes","2",6247,"No","no","No","M",1,33,"Urban",12
"4942","0",0,46,6100,12,"SUV","Private","1","PhD",486942,"0",189106,"Manager","0","No","1",32969,"No","no","Yes","F",1,5,"Urban",10
"4943","0",0,32,1500,9.26142857142857,"Minivan","Commercial","0","Bachelors",207946,"0",57511,"Blue Collar","0","Yes","3",0,"No","no","No","M",1,39,"Rural",14
"4944","1",2829,36,8160,5,"Pickup","Private","1","No High School",0,"0",907,"Student","0","Yes","4",5386,"No","no","No","M",1,43,"Urban",11
"4945","0",0,66,35810,17,"Sports Car","Private","0","PhD",438521,"3",182270,"Doctor","1","Yes","1",0,"No","no","No","F",1,9,"Urban",11
"4946","0",0,40,40860,9,"Pickup","Commercial","0","Bachelors",242904,"0",78188,"Blue Collar","0","No","0",0,"No","no","No","F",13,42,"Urban",10
"4947","0",0,46,24120,7,"Pickup","Commercial","4","Bachelors",199879,"0",56460,"Manager","0","Yes","3",7688,"No","no","No","F",6,5,"Urban",11
"4948","0",0,53,20960,1,"Minivan","Commercial","0","High School",195043,"1",37172,"Blue Collar","0","No","0",0,"Yes","no","No","F",1,5,"Urban",10
"4949","0",0,44,18560,14,"Sports Car","Private","0","Masters",276152,"1",86624,"Lawyer","0","Yes","7",0,"No","no","No","F",4,35,"Urban",11.6708571428571
"4950","0",0,59,17780,17,"Van","Private","0","PhD",301763.685,"0",98537,"Manager","0","Yes","0",0,"No","no","No","M",18,5,"Urban",9
"4951","0",0,33,25380,5,"Panel Truck","Commercial","0","High School",0,"0",22962,"Blue Collar","0","No","0",0,"No","yes","No","M",6,27,"Urban",12
"4952","0",0,46,20950,9.835,"Van","Commercial","0","Bachelors",210314,"0",63903,"Professional","0","Yes","0",0,"No","no","No","M",1,30,"Rural",13
"4953","0",0,29,16250,8,"Van","Commercial","0","Bachelors",232132,"0",86159,"Blue Collar","0","Yes","2",0,"No","yes","No","M",1,29,"Rural",10.7492857142857
"4954","0",0,45,24350,12.7980272108844,"Panel Truck","Commercial","0","Masters",0,"0",48344,"Manager","0","No","0",0,"No","no","No","M",13,59,"Urban",10
"4955","0",0,55,22750,3,"Minivan","Commercial","0","Bachelors",252950,"0",65629,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,5,"Urban",6
"4956","0",0,31,14300,11,"Minivan","Private","0","PhD",303237,"2",137663,"Manager","0","Yes","1",0,"No","no","No","F",1,46,"Urban",14
"4957","0",0,46,13420,12,"SUV","Private","0","High School",0,"0",0,"Student","0","Yes","2",0,"No","no","Yes","F",1,5,"Urban",0
"4958","1",2778,44,15070,9,"Minivan","Private","0","High School",0,"2",0,"Student","0","Yes","2",0,"No","yes","No","M",9,25,"Rural",0
"4959","0",0,47,20780,6,"Van","Commercial","0","Bachelors",137970,"0",29630,"Professional","0","No","2",0,"No","yes","No","M",6,27,"Rural",10
"4960","0",0,42,28930,14,"Sports Car","Private","2","Masters",0,"2",118052,"Lawyer","0","No","0",2568,"Yes","no","No","F",7,30,"Urban",13
"4961","0",0,48,17690,15,"Minivan","Private","0","Masters",0,"0",113910,"Professional","0","No","2",0,"No","no","No","F",1,8,"Urban",10.5098095238095
"4962","0",0,31,7860,15,"SUV","Private","2","Masters",87889,"4",0,"Home Maker","0","Yes","2",1105,"No","no","No","M",6,66,"Rural",0
"4963","1",3698,36,11580,12,"SUV","Private","3","Bachelors",0,"1",61320,"Manager","0","No","5",23198,"Yes","no","Yes","F",4,34,"Urban",10.77
"4964","0",0,49,21450,1,"Van","Commercial","0","Bachelors",0,"0",57714,"Manager","0","No","5",0,"No","yes","No","M",10,5,"Urban",10
