"","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"1034",57,23950,0,"Pickup","Commercial","2","PhD",365111,"0",129402,"Manager","0","Yes","0",12714,"No","no","Yes","F",6,9,"Urban",12
"1035",64,14040,0,"SUV","Private","1","PhD",252164,"3",83585,"Manager","2","Yes","4",925,"No","no","No","F",4,39,"Urban",13.435
"1036",31,4600,0.13,"SUV","Commercial","0","Bachelors",257011,"1",90693,"Blue Collar","0","Yes","1",0,"No","no","No","F",7,59,"Rural",13
"1037",51,7820,0,"Pickup","Commercial","0","Masters",0,"0",126442,"Professional","0","No","0",0,"No","yes","No","M",7,41,"Rural",11
"1038",60,9030,1,"Pickup","Commercial","0","No High School",130773,"0",15261,"Clerical","0","Yes","0",0,"No","yes","No","M",1,56,"Rural",15
"1039",47,21610,0,"Van","Private","0","PhD",330943,"0",108225,"Doctor","0","Yes","3",0,"No","yes","No","M",1,55,"Urban",13
"1040",40,22750,0,"Panel Truck","Commercial","0","Masters",323324,"0",118527,"Professional","0","No","0",0,"No","no","No","M",6,48,"Urban",8
"1041",42,9700,0,"SUV","Private","0","No High School",86232,"0",5824,"Home Maker","0","Yes","1",0,"No","no","No","F",10,37,"Urban",8
"1042",42,5700,0.06,"SUV","Private","1","PhD",603984,"2",251883,"Doctor","1","No","4",33808,"Yes","no","Yes","F",3,31,"Urban",14
"1043",30,5430,0,"SUV","Private","0","No High School",0,"2",0,"Student","0","Yes","0",0,"No","no","Yes","F",3,21,"Urban",0
"1044",45,16580,0,"SUV","Private","0","High School",0,"3",14554,"Student","0","Yes","0",0,"No","no","No","F",4,31,"Rural",14
"1045",30,4500,1,"Sports Car","Private","4","Bachelors",76283,"1",0,"Home Maker","0","No","1",35477,"Yes","no","Yes","F",6,35,"Urban",0
"1046",39,14440,0,"Minivan","Commercial","0","High School",88066,"0",26199,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,51,"Rural",10.5957619047619
"1047",46,33610,0,"Panel Truck","Commercial","3","Masters",0,"0",112213,"Manager","0","No","4",10788,"No","no","No","M",3,5,"Urban",14
"1048",47,24480,1,"Panel Truck","Commercial","2","High School",242564,"0",62216,"Professional","0","Yes","3",3884,"No","no","No","M",3,42,"Urban",9
"1049",35,5000,0,"Pickup","Commercial","0","Bachelors",0,"0",0,"Student","0","Yes","3",0,"No","no","No","M",1,30,"Urban",0
"1050",59,23100,0,"Panel Truck","Commercial","3","Masters",412573,"0",0,"Manager","0","Yes","4",7095,"No","yes","No","M",4,38,"Urban",10
"1051",56,7320,0,"SUV","Private","2","Bachelors",0,"0",25632,"Home Maker","0","No","4",8498,"No","no","No","F",3,32,"Urban",15
"1052",51,17750,0,"Van","Commercial","2","Masters",0,"0",47204,"Manager","0","No","0",8303,"No","no","No","M",1,47,"Urban",7
"1053",43,5800,1,"Minivan","Commercial","4","High School",0,"2",0,"Student","0","Yes","5",6935,"No","no","No","F",4,61,"Urban",0
"1054",57,7200,0,"Pickup","Private","0","Bachelors",114890,"0",0,"Home Maker","0","Yes","0",0,"No","yes","No","M",6,43,"Rural",0
"1055",25,17750,0,"Van","Commercial","3","Bachelors",254055,"3",75385,"Blue Collar","0","Yes","4",4640,"No","yes","No","M",1,19,"Urban",15
"1056",49,15480,0,"Minivan","Commercial","0","High School",0,"0",73251,"Blue Collar","0","No","1",0,"No","yes","No","M",1,48,"Rural",10
"1057",45,20380,0,"SUV","Private","3","No High School",140294,"2",20653,"Clerical","0","Yes","0",572,"No","no","No","F",6,24,"Urban",15
"1058",59,9980,0,"Minivan","Private","0","Bachelors",0,"0",25833,"Professional","0","No","0",0,"No","yes","No","M",1,13,"Rural",11
"1059",39,12550,0,"SUV","Commercial","4","High School",165820,"2",41869,"Blue Collar","1","Yes","0",32747,"No","no","No","F",1,6,"Urban",11
"1060",34,8250,1,"Minivan","Private","2","No High School",0,"2",33538,"Blue Collar","0","No","2",38845,"Yes","yes","Yes","M",4,29,"Urban",9
"1061",45,11280,0,"SUV","Private","0","No High School",194782,"0",35316,"Blue Collar","0","Yes","1",0,"No","no","No","F",4,19,"Urban",8
"1062",36,1500,0,"Minivan","Commercial","2","High School",0,"2",82780,"Blue Collar","1","Yes","6",5999,"No","no","Yes","M",6,24,"Urban",12
"1063",39,21320,1,"Van","Commercial","2","High School",157285,"2",30618,"Blue Collar","0","Yes","0",9469,"No","yes","No","M",3,44,"Urban",10
"1064",40,17380,0,"Minivan","Private","1","Bachelors",0,"3",0,"Professional","1","No","6",4699,"Yes","no","No","F",9,25,"Rural",15
"1065",31,23970,0,"Pickup","Private","0","Masters",0,"3",106985,"Manager","0","No","0",0,"Yes","no","No","F",6,8,"Urban",10
"1066",45,35630,0,"Panel Truck","Commercial","0","Bachelors",61061,"2",0,"Home Maker","0","Yes","0",0,"No","yes","No","F",4,5,"Urban",0
"1067",58,30220,0,"Panel Truck","Commercial","1","PhD",588059,"0",229207,"Manager","0","Yes","4",11827,"No","no","No","M",6,46,"Urban",12.475
"1068",51,24510,1,"Minivan","Commercial","1","High School",193602,"0",48680,"Blue Collar","0","Yes","0",8007,"No","no","No","M",10,44,"Urban",14
"1069",54,17410,0,"Minivan","Private","0","Masters",278985,"0",96728,"Lawyer","0","Yes","0",0,"No","no","No","F",6,14,"Urban",12
"1070",47,4870,1,"Pickup","Commercial","0","High School",145021,"0",33717,"Clerical","0","Yes","0",0,"No","yes","Yes","M",13,45,"Urban",16
"1071",50,6520,1,"SUV","Private","0","High School",0,"0",0,"Student","0","No","2",0,"No","no","Yes","F",1,47,"Rural",0
"1072",52,12720,0,"SUV","Private","0","Bachelors",0,"0",0,"Professional","0","Yes","0",0,"No","no","No","F",1,18,"Urban",14
"1073",45,11270,0.516666666666667,"Pickup","Commercial","0","No High School",0,"0",8234,"Student","0","Yes","0",0,"No","no","No","M",7,12,"Urban",13
"1074",43,23140,0,"Pickup","Commercial","2","Bachelors",0,"2",62638,"Professional","2","No","4",7148,"Yes","no","No","F",6,36,"Urban",12
"1075",36,5480,1,"Sports Car","Private","0","High School",84199,"4",0,"Home Maker","1","No","0",0,"Yes","no","No","F",4,18,"Rural",0
"1076",44,17120,0.47,"SUV","Private","0","High School",186304,"2",38544,"Blue Collar","0","Yes","0",0,"No","no","No","F",10,25,"Rural",13
"1077",55,18540,0,"Sports Car","Private","0","Masters",0,"0",71012,"Home Maker","0","No","1",0,"No","no","No","F",16,43,"Rural",16
"1078",35,6740,1,"Sports Car","Private","0","High School",131584,"2",25273,"Clerical","0","Yes","0",0,"No","no","No","F",4,19,"Rural",7
"1079",43,11310,1,"Pickup","Private","0","High School",0,"0",46915,"Clerical","0","No","1",0,"No","no","Yes","M",1,52,"Urban",12
"1080",59,22490,0,"Van","Private","0","Masters",228322,"0",71690,"Manager","0","Yes","0",0,"No","yes","No","M",6,29,"Urban",12
"1081",49,19520,0,"SUV","Private","3","No High School",0,"0",11069,"Student","0","No","5",5954,"No","no","No","F",4,60,"Urban",6
"1082",43,14740,1,"Minivan","Commercial","3","High School",0,"3",0,"Student","0","Yes","6",6840,"No","yes","No","M",1,12,"Urban",0
"1083",45,17010,0,"SUV","Private","0","Masters",256089,"4",85727,"Manager","0","Yes","0",0,"No","no","No","F",6,47,"Urban",15
"1084",46,11830,0,"SUV","Private","3","Bachelors",0,"0",57323,"Professional","0","No","0",5970,"No","no","No","F",1,17,"Urban",13
"1085",37,6360,1,"Sports Car","Private","2","No High School",132755,"2",11607,"Clerical","1","Yes","0",4367,"No","no","No","F",1,11,"Urban",14
"1086",33,23410,1,"Pickup","Commercial","1","No High School",0,"1",119869,"Blue Collar","0","No","5",26363,"Yes","no","Yes","F",1,48,"Urban",12
"1087",48,24610,0,"Pickup","Private","0","High School",0,"0",47614,"Home Maker","0","No","0",0,"No","no","No","F",6,36,"Rural",9
"1088",53,6800,0,"Pickup","Commercial","0","Masters",281982,"0",86541,"Manager","0","Yes","1",0,"No","yes","Yes","M",1,17,"Urban",8
"1089",67,16990,0,"SUV","Private","2","PhD",208565,"0",52955,"Doctor","0","No","2",7675,"No","no","No","F",6,28,"Urban",5
"1090",50,8930,0,"Minivan","Private","0","Masters",140665,"0",7751,"Home Maker","0","Yes","2",0,"No","no","No","F",1,22,"Rural",14
"1091",56,17350,0,"Van","Private","0","Masters",108929,"0",1336,"Manager","0","No","0",0,"No","yes","No","M",1,28,"Urban",7
"1092",41,21050,0,"Van","Private","0","Bachelors",231286,"0",88508,"Professional","0","Yes","0",0,"No","no","No","M",1,85,"Rural",10.1649047619048
"1093",43,15380,0,"Minivan","Private","0","High School",316436,"1",78288,"Professional","1","Yes","1",0,"No","yes","No","M",5,31,"Urban",13
"1094",39,6320,0,"SUV","Private","0","High School",101305,"0",0,"Home Maker","0","Yes","4",0,"No","no","No","F",1,27,"Urban",0
"1095",40,7530,1,"Pickup","Commercial","0","No High School",123204,"2",0,"Blue Collar","1","Yes","2",0,"No","yes","Yes","M",4,33,"Rural",14
"1096",36,17070,1,"Minivan","Private","2","Bachelors",0,"2",115701,"Manager","0","No","0",6297,"Yes","yes","No","M",1,37,"Urban",12
"1097",47,13840,0,"Minivan","Commercial","0","High School",181082,"0",44366,"Blue Collar","0","Yes","0",0,"No","no","No","M",4,26,"Urban",15
"1098",49,16860,0,"SUV","Commercial","0","No High School",145029,"0",21494,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,50,"Rural",14
"1099",49,19300,0,"SUV","Private","2","No High School",0,"0",122433,"Blue Collar","0","No","5",10846,"No","no","No","F",5,19,"Urban",12
"1100",48,1500,0,"Minivan","Commercial","3","High School",0,"0",0,"Student","0","Yes","6",25494,"No","yes","Yes","M",4,48,"Urban",0
"1101",41,18690,0,"Minivan","Private","0","Bachelors",224779,"0",69292,"Manager","0","Yes","0",0,"No","yes","No","M",13,31,"Urban",10
"1102",41,14250,0,"SUV","Private","0","High School",170845,"0",34473,"Professional","0","Yes","1",0,"No","no","No","F",10,6,"Urban",10
"1103",37,5510,1,"Sports Car","Private","0","High School",154672,"2",40091,"Professional","0","Yes","2",0,"No","no","Yes","F",3,9,"Urban",4
"1104",37,14430,0,"SUV","Commercial","0","Bachelors",215859,"2",75605,"Blue Collar","1","Yes","1",0,"No","no","No","F",9,61,"Urban",14
"1105",43,38900,0,"Panel Truck","Commercial","0","High School",274939,"0",78854,"Blue Collar","0","No","2",0,"No","no","No","M",1,29,"Urban",13
"1106",42,4050,0,"SUV","Private","0","Bachelors",0,"0",6600,"Home Maker","0","No","0",0,"No","no","No","F",7,32,"Urban",10
"1107",52,20870,0,"Van","Commercial","0","Bachelors",285153,"0",71208,"Manager","0","Yes","1",0,"No","yes","No","M",9,15,"Urban",7
"1108",43,21950,0,"Van","Private","3","Bachelors",0,"1",82918,"Manager","0","No","4",5074,"Yes","no","No","M",6,15,"Urban",11
"1109",50,5470,0.516666666666667,"Sports Car","Private","2","High School",175499,"0",0,"Clerical","0","Yes","3",8270,"No","no","No","F",1,50,"Rural",14
"1110",44,5900,0,"SUV","Private","2","PhD",0,"0",0,"Home Maker","0","No","0",8822,"No","no","No","F",7,26,"Urban",0
"1111",36,5000,0,"Pickup","Commercial","1","High School",0,"1",20494,"Student","0","Yes","5",1091,"No","yes","No","M",1,22,"Urban",8
"1112",46,27170,0.1,"Panel Truck","Commercial","3","Masters",195795,"0",0,"Manager","0","Yes","6",5788,"No","no","No","M",4,5,"Urban",10.63375
"1113",29,22540,0,"Sports Car","Private","0","Bachelors",139900,"4",53758,"Clerical","0","Yes","0",0,"No","no","No","F",5,45,"Urban",10
"1114",49,7690,0,"SUV","Private","2","Masters",239518,"0",67026,"Manager","0","No","0",4832,"No","no","No","F",4,72,"Urban",7
"1115",45,10710,0,"SUV","Commercial","0","Bachelors",251927,"0",73473,"Blue Collar","0","Yes","0",0,"No","no","No","F",8,32,"Urban",12
"1116",48,44050,0,"Minivan","Private","0","Masters",381639,"0",146434,"Professional","0","No","0",0,"No","no","No","M",4,27,"Rural",8
"1117",43,18730,0,"SUV","Private","3","Masters",274126,"2",92731,"Lawyer","0","No","0",1558,"Yes","no","No","F",4,18,"Urban",14
"1118",34,11910,1,"Pickup","Commercial","3","High School",0,"1",0,"Student","0","No","4",2361,"Yes","no","No","M",4,32,"Urban",0
"1119",40,18110,1,"Minivan","Commercial","3","High School",171876,"0",59822,"Blue Collar","0","Yes","4",7769,"No","no","No","F",1,51,"Urban",11
"1120",54,6900,0,"SUV","Private","0","PhD",96814,"0",3032,"Doctor","0","Yes","1",0,"No","no","No","F",6,51,"Urban",9
"1121",37,5200,0,"SUV","Private","0","High School",0,"1",0,"Student","0","Yes","1",0,"No","no","No","F",1,29,"Urban",0
"1122",48,6300,0,"Pickup","Commercial","0","Masters",0,"0",144922,"Professional","0","No","0",0,"No","no","Yes","M",1,31,"Urban",12
"1123",41,1500,0,"Minivan","Private","0","No High School",0,"2",0,"Student","1","Yes","1",0,"No","yes","No","M",11,18,"Rural",0
"1124",33,23460,1,"Minivan","Private","3","High School",0,"3",34200,"Manager","0","No","1",4675,"Yes","no","No","M",11,5,"Urban",13
"1125",57,3080,0,"SUV","Private","2","Bachelors",407853,"0",136210,"Manager","0","Yes","2",8982,"No","no","No","F",9,38,"Urban",18
"1126",44,5900,0,"Pickup","Commercial","0","PhD",331683,"3",119998,"Manager","1","Yes","2",0,"No","yes","No","M",10,34,"Urban",16
"1127",33,27960,1,"Panel Truck","Commercial","3","Bachelors",0,"2",21460,"Student","0","No","7",2706,"Yes","yes","No","M",6,10,"Urban",11
"1128",41,15720,0,"Minivan","Private","0","PhD",321449,"0",135103,"Lawyer","0","Yes","0",0,"No","no","No","M",14,47,"Urban",12
"1129",44,12860,0,"Minivan","Private","0","Masters",239561,"3",69620,"Manager","0","Yes","1",0,"No","yes","No","M",7,37,"Urban",12
"1130",48,17360,0,"Minivan","Commercial","2","High School",167142,"0",36835,"Blue Collar","0","Yes","2",32434,"No","no","No","M",6,20,"Urban",13
"1131",45,9210,0,"SUV","Private","0","PhD",0,"2",32097,"Manager","0","Yes","0",0,"No","no","No","F",1,19,"Urban",8
"1132",41,24450,0.16,"Panel Truck","Commercial","1","Bachelors",0,"0",0,"Student","0","No","1",4033,"No","yes","No","M",6,28,"Rural",0
"1133",37,13700,0,"Minivan","Commercial","3","High School",0,"0",61790,"Blue Collar","0","No","2",7373,"No","no","Yes","M",4,32,"Urban",7
"1134",42,10820,0,"SUV","Commercial","0","High School",152990,"1",52141,"Blue Collar","1","Yes","0",0,"No","no","No","F",13,38,"Rural",14
"1135",58,7300,1,"Pickup","Commercial","4","Bachelors",280067,"0",77297,"Blue Collar","0","No","5",3075,"No","no","No","M",4,5,"Urban",8
"1136",40,24870,1,"Panel Truck","Commercial","0","No High School",126366,"0",27073,"Blue Collar","0","Yes","0",0,"No","yes","No","M",4,38,"Rural",10
"1137",51,11430,1,"SUV","Commercial","0","High School",147634,"0",48333,"Blue Collar","0","No","1",0,"No","no","No","F",4,40,"Rural",11
"1138",46,2920,0,"SUV","Commercial","0","High School",0,"0",14193,"Student","0","Yes","4",0,"No","no","No","F",1,40,"Rural",13
"1139",60,13820,0,"Minivan","Private","2","PhD",254621,"0",63192,"Lawyer","0","Yes","0",7575,"No","yes","No","M",6,12,"Urban",15
"1140",36,17960,0,"Van","Private","0","PhD",290185,"0",103138,"Lawyer","0","No","3",0,"No","yes","No","M",1,35,"Urban",12
"1141",53,15340,0,"Minivan","Private","0","PhD",0,"0",168419,"Lawyer","0","No","0",0,"No","no","No","M",6,17,"Urban",11
"1142",33,13670,0,"SUV","Commercial","0","High School",0,"1",34192,"Blue Collar","0","No","0",0,"Yes","no","No","F",1,22,"Rural",10
"1143",30,14720,0.564,"SUV","Private","0","High School",140927,"3",31806,"Home Maker","0","Yes","3",0,"No","no","No","F",1,34,"Urban",12
"1144",57,23720,1,"Panel Truck","Commercial","1","No High School",165896,"0",26222,"Clerical","0","Yes","0",4006,"No","yes","No","M",11,73,"Urban",9
"1145",56,7100,1,"Pickup","Commercial","3","High School",174663,"0",22881,"Blue Collar","0","Yes","3",995,"No","yes","No","M",1,19,"Urban",14
"1146",64,43090,0,"Pickup","Private","1","PhD",0,"0",185586,"Manager","0","No","1",3475,"No","no","No","F",1,30,"Urban",10.7501869918699
"1147",44,24420,0,"Panel Truck","Commercial","0","Bachelors",302923,"1",89888,"Professional","0","No","0",0,"Yes","yes","No","M",10,13,"Urban",16
"1148",30,16810,1,"Van","Commercial","3","High School",0,"5",0,"Student","0","Yes","8",1975,"No","no","No","M",1,6,"Urban",0
"1149",62,20490,0,"SUV","Commercial","0","High School",227488,"1",60216,"Blue Collar","1","Yes","0",0,"No","no","Yes","F",9,49,"Rural",15
"1150",45,19050,1,"Van","Commercial","0","No High School",167505,"0",53556,"Blue Collar","0","Yes","3",0,"No","yes","No","M",4,63,"Urban",11
"1151",44,2330,1,"Minivan","Commercial","0","High School",209773,"0",63426,"Blue Collar","0","No","0",0,"No","yes","Yes","M",13,26,"Urban",10
"1152",31,19910,0,"SUV","Commercial","1","Bachelors",0,"1",86794,"Blue Collar","0","No","2",4156,"Yes","no","Yes","F",4,55,"Urban",14
"1153",46,29300,0.0299999999999999,"Sports Car","Private","0","Masters",326187,"0",121840,"Lawyer","0","No","1",0,"No","no","No","F",3,31,"Urban",10
"1154",65,13350,0,"Sports Car","Private","2","Masters",231739,"0",0,"Lawyer","0","Yes","4",5906,"No","no","No","F",6,45,"Urban",14
"1155",46,9200,1,"Pickup","Commercial","3","High School",0,"0",0,"Student","0","No","3",11583,"No","no","No","M",3,32,"Urban",0
"1156",42,13260,0,"Minivan","Private","5","Bachelors",246952,"1",75626,"Professional","0","No","0",5754,"Yes","yes","No","M",6,35,"Urban",7
"1157",24,8210,0,"SUV","Private","1","Masters",201604,"1",51505,"Manager","0","Yes","0",8401,"No","no","No","F",10,5,"Urban",7
"1158",54,17460,0,"Van","Private","3","Masters",188388,"0",40355,"Lawyer","0","Yes","1",2629,"No","yes","No","M",1,42,"Urban",12.3605473856209
"1159",45,3350,1,"Minivan","Private","0","No High School",0,"0",18503,"Blue Collar","0","No","0",0,"No","yes","No","M",6,23,"Urban",7
"1160",51,25840,0,"Minivan","Private","0","Bachelors",305752,"0",108237,"Manager","0","Yes","2",0,"No","no","No","F",4,27,"Urban",15
"1161",38,17680,0,"Minivan","Private","0","No High School",0,"0",0,"Student","0","Yes","0",0,"No","no","No","F",10,22,"Urban",0
"1162",49,20120,0,"Minivan","Private","3","Masters",191423,"0",45321,"Manager","0","Yes","4",5996,"No","no","No","M",1,33,"Urban",14
"1163",51,9270,0,"SUV","Private","1","Bachelors",190671,"0",63150,"Manager","0","Yes","5",6662,"No","no","No","F",1,57,"Urban",13
"1164",67,17600,0,"Sports Car","Private","0","PhD",0,"0",94046,"Doctor","0","No","3",0,"No","no","No","F",1,5,"Urban",13
"1165",61,17820,0,"SUV","Private","0","Bachelors",306677,"0",102203,"Manager","0","No","0",0,"No","no","No","F",10,23,"Urban",5
"1166",54,16320,0,"Pickup","Private","0","PhD",0,"0",43946,"Doctor","0","No","2",0,"No","no","Yes","F",1,54,"Urban",6
"1167",50,34440,0,"Pickup","Private","0","PhD",244793,"0",82493,"Doctor","0","No","0",0,"No","no","No","F",1,36,"Urban",8
"1168",47,6200,0,"Sports Car","Commercial","0","High School",197231,"0",59135,"Blue Collar","0","No","0",0,"No","no","No","F",7,9,"Urban",8
"1169",38,19510,0,"Van","Commercial","2","High School",179004,"2",35311,"Blue Collar","0","Yes","0",956,"No","yes","No","M",11,35,"Urban",10
"1170",41,14020,1,"Sports Car","Private","0","No High School",158854,"0",23250,"Blue Collar","0","Yes","0",0,"No","no","No","F",6,23,"Rural",11
"1171",47,6200,0,"Pickup","Private","1","No High School",0,"0",0,"Student","0","No","0",25973,"No","no","Yes","M",9,25,"Urban",0
"1172",48,20970,1,"Van","Commercial","3","High School",0,"0",54834,"Blue Collar","0","Yes","3",639,"No","no","No","M",4,21,"Urban",8
"1173",47,8350,1,"Pickup","Commercial","2","High School",130812,"0",21517,"Clerical","0","Yes","7",7143,"No","no","No","M",10,12,"Urban",7
"1174",47,16780,1,"Van","Commercial","2","No High School",192184,"0",45431,"Blue Collar","0","Yes","5",3809,"No","no","No","M",4,45,"Urban",13
"1175",41,33440,0,"Pickup","Commercial","1","PhD",428992,"0",173691,"Manager","0","Yes","0",3189,"No","no","No","F",6,18,"Urban",14
"1176",42,29730,0,"Pickup","Commercial","0","Bachelors",0,"0",13373,"Student","0","Yes","0",0,"No","no","No","F",10,5,"Urban",5
"1177",44,20760,0,"Minivan","Commercial","0","Bachelors",271926,"0",0,"Blue Collar","0","Yes","0",0,"No","no","Yes","M",1,33,"Urban",12
"1178",34,42560,0,"Minivan","Private","0","Masters",387220,"3",159559,"Manager","0","Yes","0",0,"No","no","No","M",4,54,"Urban",11
"1179",51,16760,0,"SUV","Private","0","High School",0,"0",0,"Home Maker","0","No","1",0,"No","no","No","F",6,5,"Urban",0
"1180",50,6500,0,"Sports Car","Private","0","No High School",0,"0",0,"Student","0","No","6",0,"No","no","No","F",1,48,"Urban",0.65
"1181",48,18900,0,"SUV","Private","0","Bachelors",0,"0",106409,"Professional","0","Yes","1",0,"No","no","No","F",17,25,"Urban",12
"1182",38,5300,0,"Sports Car","Commercial","1","Bachelors",0,"0",0,"Student","0","Yes","5",8080,"No","no","Yes","F",1,29,"Urban",0
"1183",50,1500,0,"Minivan","Private","1","Bachelors",0,"0",54344,"Manager","0","No","1",3850,"No","yes","No","M",1,50,"Urban",11
"1184",38,25230,0,"Panel Truck","Commercial","1","Bachelors",381438,"0",156060,"Blue Collar","0","Yes","7",8207,"No","yes","No","M",1,29,"Urban",9
"1185",32,4700,0,"Sports Car","Commercial","0","High School",0,"1",89286,"Blue Collar","0","No","1",0,"Yes","no","Yes","F",6,37,"Urban",9
"1186",44,18490,0,"SUV","Private","0","PhD",0,"2",242731,"Doctor","0","Yes","2",0,"No","no","No","F",7,37,"Urban",11
"1187",60,8540,0,"SUV","Commercial","0","Bachelors",0,"3",6104,"Student","0","Yes","0",0,"No","no","No","F",1,31,"Rural",17
"1188",43,7100,0,"Sports Car","Private","0","No High School",150242,"2",23996,"Home Maker","1","Yes","0",0,"No","no","No","F",6,47,"Rural",12
"1189",41,17160,1,"Van","Commercial","3","Masters",320228,"0",0,"Manager","0","Yes","1",2269,"No","yes","No","M",13,35,"Urban",14
"1190",50,17420,1,"SUV","Private","0","No High School",127571,"0",22254,"Blue Collar","0","Yes","0",0,"No","no","No","F",10,56,"Urban",11.3516666666667
"1191",46,19980,0,"Van","Commercial","2","Bachelors",0,"0",82149,"Blue Collar","0","No","0",8054,"No","yes","No","M",7,19,"Urban",7
"1192",50,20680,0,"Sports Car","Private","0","Bachelors",212459,"0",58643,"Professional","0","Yes","2",0,"No","no","No","F",15,33,"Urban",12
"1193",48,27530,0,"Minivan","Private","0","Masters",306956,"0",0,"Manager","0","Yes","0",0,"No","no","No","F",4,39,"Urban",6
"1194",43,15490,0,"Sports Car","Commercial","2","Bachelors",0,"0",86530,"Blue Collar","0","No","0",2441,"No","no","No","F",6,54,"Urban",6
"1195",39,12480,0,"Minivan","Private","0","Masters",0,"0",70436,"Professional","0","No","0",0,"No","no","No","M",1,52,"Urban",10
"1196",37,13670,0,"SUV","Private","0","No High School",123004,"0",39777,"Blue Collar","0","No","0",0,"No","no","No","F",4,5,"Rural",11
"1197",40,34390,0,"Van","Commercial","0","Bachelors",447360,"2",175263,"Professional","0","Yes","0",0,"No","no","No","F",1,37,"Urban",15
"1198",49,16390,1,"SUV","Private","0","No High School",0,"0",29016,"Blue Collar","0","No","0",0,"No","no","No","F",10,25,"Rural",11
"1199",54,7180,0,"Sports Car","Commercial","2","High School",0,"0",0,"Student","0","No","4",19036,"No","no","Yes","F",6,38,"Rural",0
"1200",53,21770,1,"Minivan","Private","2","High School",0,"0",35516,"Clerical","0","No","6",1105,"No","no","No","F",7,21,"Urban",13
"1201",39,18420,0,"Minivan","Private","1","Bachelors",80529,"0",0,"Home Maker","0","Yes","4",8698,"No","yes","No","M",6,52,"Urban",2.605
"1202",35,6050,0,"Pickup","Private","1","Masters",80364,"1",8701,"Professional","0","Yes","6",23176,"No","yes","No","M",10,28,"Urban",12
"1203",54,11440,0,"SUV","Commercial","0","Bachelors",211882,"0",63195,"Blue Collar","0","Yes","0",0,"No","no","No","F",7,29,"Urban",16
"1204",49,13160,0,"Minivan","Private","3","No High School",98722,"0",7784,"Clerical","0","Yes","0",1943,"No","yes","No","F",5,50,"Urban",13
"1205",55,7810,1,"SUV","Commercial","0","High School",0,"0",8088,"Student","0","Yes","2",0,"No","no","Yes","F",4,16,"Rural",12
"1206",38,6110,0,"Minivan","Private","0","No High School",99799,"2",8117,"Clerical","1","Yes","2",0,"No","yes","No","M",13,22,"Rural",14
"1207",36,6580,0,"Sports Car","Private","2","Bachelors",0,"2",24612,"Clerical","0","Yes","1",21939,"No","no","Yes","F",1,36,"Urban",12
"1208",45,12400,1,"Minivan","Commercial","0","High School",0,"3",64015,"Blue Collar","2","No","0",0,"Yes","no","No","M",6,36,"Rural",10
"1209",40,31980,0,"Minivan","Private","2","PhD",539729,"2",214199,"Doctor","1","No","0",30986,"Yes","no","Yes","F",1,48,"Urban",9
"1210",43,13080,0.126666666666667,"Minivan","Commercial","3","Bachelors",0,"0",97953,"Blue Collar","0","No","0",6748,"No","no","No","M",1,43,"Urban",10
"1211",35,12800,1,"SUV","Private","0","Bachelors",223694,"0",78021,"Manager","0","Yes","0",0,"No","no","No","F",10,7,"Urban",12
"1212",52,7390,0,"Pickup","Private","2","Bachelors",173894,"0",58869,"Professional","0","Yes","7",2799,"No","no","No","M",3,8,"Urban",15
"1213",39,26380,0,"Panel Truck","Commercial","2","Masters",0,"2",71486,"Professional","0","No","6",4718,"Yes","yes","No","M",8,37,"Urban",12
"1214",46,10580,0,"Minivan","Commercial","0","Bachelors",150824,"0",38786,"Blue Collar","0","No","2",0,"No","yes","No","M",9,9,"Rural",7
"1215",40,29930,1,"Sports Car","Commercial","0","Bachelors",349833,"0",119244,"Blue Collar","0","No","6",0,"No","no","No","F",4,23,"Rural",11
"1216",39,5400,0,"Minivan","Commercial","0","Bachelors",251424,"0",90635,"Blue Collar","0","Yes","1",0,"No","no","No","M",1,18,"Rural",11
"1217",41,15120,1,"Sports Car","Private","1","High School",150462,"2",35636,"Clerical","0","Yes","7",5358,"No","no","No","F",6,42,"Urban",16
"1218",50,1500,0,"Sports Car","Private","0","No High School",232988,"0",78510,"Clerical","0","Yes","0",0,"No","no","No","F",6,64,"Urban",14
"1219",36,20020,0,"SUV","Private","0","High School",134466,"3",17663,"Home Maker","0","No","0",0,"Yes","no","No","F",4,61,"Rural",12
"1220",53,10270,0.43,"SUV","Private","0","High School",169666,"0",34730,"Professional","0","Yes","1",0,"No","no","No","F",15,5,"Urban",7
"1221",56,20500,0,"SUV","Private","0","Masters",245585,"0",67620,"Lawyer","0","Yes","0",0,"No","no","No","F",25,24,"Urban",9
"1222",46,7870,1,"SUV","Private","0","High School",174401,"0",51822,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,30,"Urban",8
"1223",20,17010,0,"SUV","Private","1","Bachelors",0,"0",38681,"Professional","0","No","10",30646,"No","yes","Yes","F",9,64,"Urban",10
"1224",39,22050,1,"Minivan","Private","1","High School",64780,"1",0,"Home Maker","1","Yes","2",2969,"No","yes","No","M",1,19,"Urban",0
