"","TARGET_FLAG","TARGET_AMT","AGE","BLUEBOOK","NEW_CAR","CAR_TYPE","CAR_USE","CLM_FREQ","EDUCATION","HOME_VAL","HOMEKIDS","INCOME","JOB","KIDSDRIV","MSTATUS","MVR_PTS","OLDCLAIM","PARENT1","RED_CAR","REVOKED","SEX","TIF","TRAVTIME","URBANICITY","YOJ"
"3222","0",0,46,16490,0,"Van","Commercial","0","Masters",305037,"0",103884,"Manager","0","No","0",0,"No","yes","No","M",1,47,"Urban",14
"3223","0",0,48,18370,1,"Van","Commercial","0","High School",252119,"0",0,"Blue Collar","0","Yes","0",0,"No","yes","No","M",4,45,"Rural",11
"3224","0",0,42,15990,0,"Minivan","Private","0","PhD",289626,"2",0,"Manager","0","Yes","0",0,"No","yes","No","M",1,25,"Urban",14
"3225","0",0,52,10160,0,"SUV","Private","0","Masters",0,"0",101282,"Manager","0","Yes","0",0,"No","no","No","F",11,28,"Urban",13
"3226","1",23303.635242,54,18200,0,"Minivan","Private","1","High School",163729,"0",21866,"Clerical","0","Yes","1",8375,"No","no","No","F",1,47,"Urban",11.7316666666667
"3227","0",0,58,18860,0,"Van","Private","0","High School",241259,"4",46214,"Clerical","0","Yes","0",0,"No","yes","No","M",11,34,"Urban",16
"3228","0",0,43,5520,0.48,"Pickup","Commercial","0","High School",164521,"3",40232,"Clerical","1","Yes","0",0,"No","no","No","M",4,81,"Rural",10
"3229","0",0,35,14960,0,"SUV","Commercial","1","High School",0,"3",1344,"Student","0","Yes","2",8206,"No","no","No","F",4,36,"Urban",13
"3230","0",0,41,1500,1,"SUV","Commercial","3","High School",122908,"2",34056,"Blue Collar","2","Yes","3",4576,"No","no","No","F",6,29,"Urban",13
"3231","1",5457,38,20280,0,"Van","Commercial","3","High School",166402,"4",40248,"Blue Collar","0","Yes","7",4162,"No","no","No","M",1,42,"Urban",14
"3232","0",0,44,16480,0,"Minivan","Private","0","Bachelors",252457,"0",67813,"Professional","0","Yes","1",0,"No","yes","No","M",13,11,"Rural",8
"3233","0",0,28,1590,0,"Minivan","Private","0","No High School",0,"1",16045,"Clerical","0","No","1",0,"Yes","yes","No","M",4,42,"Rural",10
"3234","0",0,46,12080,0,"Pickup","Private","1","Masters",192061,"0",59838,"Lawyer","0","Yes","4",1982,"No","no","No","M",6,58,"Urban",9
"3235","1",6228,50,15690,1,"Sports Car","Private","0","No High School",159912,"0",35097,"Clerical","0","No","0",0,"No","no","Yes","F",1,21,"Urban",13
"3236","0",0,51,23740,0,"Panel Truck","Commercial","0","High School",0,"0",117809,"Professional","0","No","2",0,"No","yes","No","M",4,68,"Rural",10
"3237","0",0,45,6000,0.0933333333333333,"Pickup","Private","0","Masters",0,"0",59958,"Lawyer","0","No","1",0,"No","yes","No","M",21,36,"Rural",13
"3238","0",0,57,7910,0,"Minivan","Commercial","0","Masters",484353,"0",196889,"Professional","0","No","5",0,"No","yes","Yes","M",1,42,"Urban",13
"3239","0",0,41,17310,0,"Van","Private","1","Masters",214655,"2",58963,"Lawyer","1","Yes","1",6412,"No","no","No","M",16,25,"Urban",13
"3240","0",0,55,24960,0.265,"Van","Private","2","PhD",553501,"0",234568,"Lawyer","0","Yes","0",7642,"No","no","No","F",1,54,"Urban",13
"3241","0",0,44,18890,0,"Minivan","Private","0","Masters",231094,"0",0,"Lawyer","0","Yes","0",0,"No","no","No","F",1,29,"Urban",8
"3242","0",0,42,7520,0,"Sports Car","Private","1","Bachelors",94969,"2",7313,"Home Maker","0","Yes","0",1101,"No","no","No","F",1,25,"Urban",13
"3243","0",0,42,10840,0,"Minivan","Private","0","High School",0,"0",23937,"Professional","0","Yes","3",0,"No","no","No","F",4,35,"Urban",11
"3244","0",0,46,22780,0,"Panel Truck","Commercial","2","Bachelors",363845,"0",140113,"Blue Collar","0","Yes","7",7601,"No","no","No","M",21,30,"Urban",6
"3245","0",0,47,34790,0,"Panel Truck","Commercial","0","Bachelors",207191,"0",71976,"Blue Collar","0","No","3",0,"No","yes","No","M",4,21,"Urban",10
"3246","1",4685,39,28000,0,"Panel Truck","Commercial","0","No High School",140957,"0",28924,"Clerical","0","Yes","1",0,"No","yes","No","M",7,26,"Urban",8
"3247","1",539.35583817,37,9290,1,"Pickup","Commercial","3","High School",203314,"3",40924,"Blue Collar","0","No","0",4567,"Yes","yes","No","M",1,12,"Urban",14
"3248","0",0,52,10460,1,"SUV","Private","0","No High School",0,"0",19421,"Home Maker","0","No","0",0,"No","no","No","F",10,50,"Urban",11
"3249","0",0,47,29620,0,"Pickup","Commercial","1","PhD",335460,"0",125125,"Professional","0","Yes","4",10321,"No","no","No","F",11,12,"Urban",11
"3250","0",0,53,8640,1,"Pickup","Commercial","0","High School",0,"0",0,"Student","0","No","0",0,"No","yes","Yes","M",13,43,"Urban",0
"3251","0",0,49,19480,0.0399999999999999,"Pickup","Private","0","PhD",328587,"0",0,"Doctor","0","Yes","0",0,"No","no","Yes","F",13,37,"Urban",12
"3252","0",0,42,6530,0,"Pickup","Commercial","0","Masters",0,"3",74549,"Blue Collar","0","No","0",0,"Yes","yes","No","M",4,62,"Rural",15
"3253","0",0,47,18240,1,"Van","Commercial","0","High School",0,"0",69560,"Blue Collar","0","No","0",0,"No","yes","No","M",17,33,"Rural",7
"3254","0",0,38,15740,0,"Minivan","Private","0","Bachelors",203583,"0",57936,"Professional","0","Yes","0",0,"No","yes","No","M",4,32,"Urban",14
"3255","0",0,55,34030,0,"Minivan","Private","0","Masters",223080,"0",58163,"Lawyer","0","Yes","2",0,"No","yes","No","M",1,53,"Urban",12
"3256","0",0,42,15650,0,"Minivan","Private","0","Masters",261848,"0",91845,"Professional","0","Yes","0",0,"No","no","No","F",4,41,"Urban",12
"3257","1",4696,50,11300,0,"SUV","Commercial","1","Bachelors",214996,"0",47991,"Blue Collar","0","No","0",2159,"No","no","No","F",6,53,"Urban",12
"3258","1",2355,42,5700,0,"SUV","Private","0","High School",0,"0",41293,"Clerical","0","No","0",0,"No","no","No","F",10,48,"Urban",10
"3259","0",0,45,9550,1,"SUV","Private","0","No High School",102059,"2",19917,"Clerical","1","No","0",0,"Yes","no","No","F",1,50,"Urban",9
"3260","1",3065,41,6550,1,"Pickup","Private","0","No High School",0,"0",9536,"Blue Collar","0","No","0",0,"No","no","No","M",4,30,"Urban",6
"3261","0",0,46,6990,0,"SUV","Private","0","High School",0,"0",0,"Home Maker","0","No","3",0,"No","no","No","F",1,19,"Urban",0
"3262","0",0,34,9360,1,"SUV","Commercial","0","High School",0,"1",44572,"Blue Collar","0","No","0",0,"Yes","no","Yes","F",4,52,"Urban",11
"3263","0",0,46,1500,0,"Minivan","Private","2","Masters",0,"0",102092,"Lawyer","0","No","2",2619,"No","yes","No","M",9,25,"Urban",8
"3264","0",0,60,12520,0,"SUV","Private","2","Bachelors",0,"0",38395,"Professional","0","No","1",20667,"No","yes","Yes","M",3,17,"Urban",13
"3265","1",32203.362274,46,18050,1,"Van","Commercial","2","Masters",182910,"0",50252,"Professional","0","Yes","5",9351,"No","yes","No","M",7,63,"Urban",7
"3266","1",1279.6128805,42,11020,0,"SUV","Private","0","High School",97885,"1",14705,"Home Maker","1","No","0",0,"Yes","no","No","F",4,45,"Urban",12
"3267","1",3007,57,15570,0,"SUV","Commercial","2","High School",308350,"0",81767,"Blue Collar","0","Yes","7",4734,"No","no","No","F",4,30,"Urban",8
"3268","0",0,50,8370,1,"Sports Car","Private","3","Bachelors",88189,"0",0,"Home Maker","0","Yes","0",4123,"No","no","No","F",7,44,"Urban",0
"3269","1",4539,25,23910,0,"Panel Truck","Commercial","2","Bachelors",202437,"1",71207,"Professional","0","Yes","7",548,"No","yes","No","M",7,19,"Urban",9
"3270","0",0,40,18080,0,"Pickup","Commercial","0","Masters",271639,"1",113747,"Manager","0","Yes","0",0,"No","no","No","F",7,19,"Urban",13
"3271","0",0,53,25420,0,"Minivan","Private","0","Masters",0,"0",186173,"Lawyer","0","Yes","0",0,"No","no","No","F",7,11,"Urban",15
"3272","0",0,35,7600,0,"Pickup","Commercial","0","Masters",123260,"0",33522,"Manager","0","Yes","0",0,"No","yes","Yes","M",6,53,"Urban",8
"3273","0",0,35,10530,0,"SUV","Commercial","3","Bachelors",170646,"2",55262,"Blue Collar","0","Yes","0",6444,"No","no","No","F",7,20,"Urban",13
"3274","0",0,55,7960,0,"SUV","Private","0","PhD",126015,"0",9619,"Doctor","0","Yes","2",0,"No","no","No","F",1,20,"Urban",13
"3275","1",2727,59,3950,0,"SUV","Private","0","Masters",161744,"2",27823,"Home Maker","1","Yes","0",0,"No","no","No","F",6,49,"Rural",14
"3276","1",7893,38,6710,1,"Sports Car","Private","2","No High School",60733,"1",14098,"Clerical","0","Yes","0",3545,"No","no","No","F",10,27,"Urban",17
"3277","0",0,44,19330,1,"Minivan","Commercial","0","High School",0,"4",73724,"Blue Collar","3","No","5",0,"Yes","no","No","F",11,50,"Rural",10
"3278","0",0,40,9810,0,"SUV","Private","1","High School",224877,"2",43098,"Clerical","1","No","9",3137,"Yes","no","No","F",13,14,"Urban",11
"3279","0",0,54,31800,0,"Panel Truck","Commercial","0","Masters",153711,"0",36231,"Manager","0","Yes","2",0,"No","no","No","M",13,28,"Urban",11
"3280","0",0,51,16730,0,"SUV","Commercial","0","Bachelors",297694,"0",101320,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,20,"Urban",6
"3281","0",0,58,22040,0,"Minivan","Private","3","Bachelors",272665,"0",89858,"Professional","0","Yes","0",8510,"No","no","No","F",6,33,"Urban",14
"3282","0",0,50,12240,0,"Minivan","Private","0","Bachelors",181408,"0",57387,"Professional","0","Yes","0",0,"No","yes","No","M",6,8,"Urban",13
"3283","0",0,29,13410,0,"SUV","Private","2","Masters",258898,"1",87621,"Manager","0","Yes","4",44735,"No","no","No","F",6,32,"Urban",11
"3284","1",2041,45,14780,0,"SUV","Private","0","Masters",335380,"2",0,"Manager","0","Yes","0",0,"No","no","No","F",7,13,"Urban",12
"3285","0",0,43,29900,1,"Pickup","Commercial","0","High School",0,"1",71724,"Blue Collar","1","No","2",0,"Yes","no","No","F",6,36,"Rural",11
"3286","1",2078,46,25850,0,"Pickup","Commercial","1","Bachelors",0,"0",60551,"Professional","0","No","0",1294,"No","no","No","F",1,36,"Urban",7
"3287","0",0,36,6710,0,"Sports Car","Commercial","1","High School",0,"0",51353,"Blue Collar","0","No","3",3863,"No","no","No","F",1,66,"Rural",9
"3288","1",6004,60,17980,0,"Minivan","Private","0","Bachelors",242566,"0",45038,"Professional","0","No","1",0,"No","no","No","F",3,43,"Urban",12
"3289","0",0,33,2500,0,"SUV","Private","0","No High School",126082,"1",9981,"Clerical","0","Yes","1",0,"No","no","No","F",17,18,"Urban",11
"3290","0",0,45,17330,0,"Minivan","Commercial","0","Bachelors",244089,"0",87420,"Blue Collar","0","Yes","2",0,"No","yes","No","M",5,55,"Urban",13
"3291","1",1901,37,23350,0,"SUV","Commercial","0","High School",139340,"0",38128,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,51,"Rural",12
"3292","0",0,52,17270,0,"Van","Commercial","0","No High School",175392,"0",21727,"Clerical","0","Yes","0",0,"No","no","No","M",1,64,"Rural",8
"3293","0",0,36,6980,0,"SUV","Commercial","0","High School",0,"0",2411,"Student","0","No","0",0,"No","no","No","F",1,64,"Rural",4
"3294","0",0,57,8540,0,"Pickup","Private","0","Bachelors",403628,"0",144342,"Manager","0","Yes","0",0,"No","yes","No","M",6,32,"Urban",14
"3295","0",0,49,21590,0,"Minivan","Private","0","No High School",159199,"0",46336,"Clerical","0","Yes","0",0,"No","no","No","F",1,12,"Urban",12
"3296","0",0,46,11110,0,"Pickup","Commercial","3","Bachelors",169838,"0",50117,"Manager","0","Yes","2",5303,"No","yes","No","M",1,36,"Urban",10
"3297","0",0,62,12290,0,"SUV","Private","0","No High School",215950,"0",0,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,48,"Rural",14
"3298","1",5094.9960715,45,14650,1,"Minivan","Commercial","2","High School",256305,"0",73326,"Blue Collar","0","Yes","7",12098,"No","no","Yes","F",10,28,"Urban",10.99
"3299","0",0,41,8870,0,"SUV","Private","0","Masters",95757,"0",0,"Lawyer","0","Yes","1",0,"No","no","Yes","F",1,33,"Urban",0
"3300","1",843,39,18330,0,"Van","Commercial","2","Bachelors",231934,"0",87416,"Blue Collar","0","Yes","0",6690,"No","no","No","M",1,30,"Urban",12
"3301","0",0,53,32260,0,"Minivan","Commercial","2","Bachelors",249371,"0",77352,"Blue Collar","0","Yes","2",3115,"No","no","No","F",1,51,"Urban",11.0866666666667
"3302","1",1294,45,15860,1,"SUV","Private","2","No High School",145824,"3",15796,"Clerical","1","Yes","2",29536,"No","no","Yes","F",1,42,"Urban",10
"3303","1",13875.344776,58,10900,1,"Minivan","Private","0","No High School",0,"0",1102,"Student","0","Yes","0",0,"No","yes","No","M",1,11,"Urban",12.151
"3304","0",0,49,9260,0,"Minivan","Private","0","Masters",375497,"0",137537,"Lawyer","1","Yes","1",0,"No","yes","No","M",9,22,"Urban",6
"3305","0",0,48,11550,0,"SUV","Private","0","Masters",111509,"0",14882,"Lawyer","0","Yes","0",0,"No","no","No","F",7,32,"Urban",10
"3306","0",0,58,19200,0,"Minivan","Commercial","1","Bachelors",0,"0",98573,"Blue Collar","0","No","0",2459,"No","yes","No","M",6,22,"Urban",15
"3307","0",0,49,15620,1,"Minivan","Commercial","2","High School",201302,"0",47796,"Blue Collar","0","Yes","1",5150,"No","yes","No","M",7,37,"Urban",14
"3308","0",0,55,20290,0,"Minivan","Private","0","Masters",341067,"1",114134,"Lawyer","0","Yes","0",0,"No","no","No","F",11,18,"Urban",15
"3309","0",0,43,21100,1,"Pickup","Commercial","0","No High School",122062,"2",36945,"Blue Collar","0","Yes","0",0,"No","no","No","F",6,30,"Urban",18
"3310","0",0,36,1500,0,"SUV","Private","0","No High School",0,"2",0,"Home Maker","1","Yes","3",0,"No","no","No","F",6,36,"Urban",0
"3311","0",0,41,6180,1,"Sports Car","Commercial","1","High School",122908,"2",34056,"Blue Collar","2","Yes","5",502,"No","no","No","F",4,29,"Urban",13
"3312","0",0,37,12660,0,"Minivan","Private","0","High School",127110,"2",31722,"Home Maker","0","No","0",0,"Yes","yes","No","M",6,35,"Urban",13
"3313","0",0,53,10840,1,"Minivan","Private","2","No High School",150064,"0",24904,"Blue Collar","0","No","0",6841,"No","yes","No","M",1,19,"Urban",10
"3314","0",0,46,17540,1,"Van","Commercial","0","High School",206422,"0",36607,"Blue Collar","0","Yes","1",0,"No","no","No","M",10,85,"Rural",13
"3315","0",0,39,3200,0.03,"Minivan","Private","1","Masters",184666,"0",57550,"Lawyer","0","Yes","0",1517,"No","yes","No","M",1,54,"Urban",14
"3316","0",0,57,6470,0,"Pickup","Commercial","0","Bachelors",209735,"0",58924,"Professional","0","Yes","3",0,"No","yes","Yes","M",1,16,"Rural",10
"3317","0",0,50,4890,0.242,"SUV","Private","0","No High School",175517,"0",33870,"Clerical","0","No","2",0,"No","no","No","F",17,40,"Urban",8
"3318","1",1215,54,11030,0,"Pickup","Commercial","3","No High School",201483,"0",0,"Blue Collar","0","Yes","7",32922,"No","yes","Yes","M",10,36,"Urban",12
"3319","1",6889,39,16320,0,"SUV","Private","3","High School",92520,"2",12236,"Home Maker","0","Yes","1",4352,"No","no","No","F",1,66,"Urban",7
"3320","1",4193,48,20360,0,"SUV","Private","1","Masters",239920,"0",59146,"Lawyer","0","No","0",6710,"No","no","No","F",6,45,"Urban",12
"3321","1",1008.7667331,47,20690,0,"Van","Commercial","1","Bachelors",0,"0",62486,"Professional","0","No","0",14915,"No","no","Yes","M",6,57,"Urban",10.2496666666667
"3322","0",0,48,15240,0,"Minivan","Private","0","Bachelors",288123,"0",89404,"Manager","0","No","1",0,"No","yes","No","M",3,35,"Urban",11
"3323","0",0,33,13950,0,"Minivan","Private","0","Masters",269268,"0",91549,"Lawyer","0","Yes","0",0,"No","yes","No","M",3,51,"Urban",11
"3324","0",0,52,12850,0,"Minivan","Private","1","Masters",0,"0",35259,"Lawyer","0","No","5",1304,"No","no","No","M",4,8,"Urban",11.1616666666667
"3325","0",0,44,22830,0,"Panel Truck","Commercial","0","Masters",239561,"3",69620,"Manager","0","Yes","0",0,"No","yes","No","M",9,37,"Urban",12
"3326","0",0,43,27010,0,"Panel Truck","Commercial","3","High School",142306,"3",41394,"Clerical","3","Yes","3",3988,"No","yes","No","M",1,19,"Urban",15
"3327","1",6409,29,16420,0,"Minivan","Commercial","2","High School",149103,"3",45828,"Blue Collar","0","No","0",8171,"Yes","no","No","M",10,20,"Urban",15
"3328","0",0,41,10440,0,"Pickup","Private","0","Masters",270894,"0",85056,"Lawyer","0","Yes","0",0,"No","no","No","M",4,38,"Rural",11
"3329","0",0,48,22360,0.0299999999999999,"Van","Commercial","0","Masters",393765,"0",132869,"Professional","0","Yes","0",0,"No","no","No","M",1,38,"Rural",13
"3330","0",0,49,30330,0.0399999999999999,"Pickup","Commercial","0","PhD",269584,"0",90468,"Manager","0","Yes","0",0,"No","no","No","F",1,40,"Urban",13
"3331","0",0,45,10530,0,"Sports Car","Private","0","No High School",184640,"2",42133,"Blue Collar","0","Yes","0",0,"No","no","No","F",16,20,"Rural",1
"3332","1",14929.031422,37,33380,0.0599999999999999,"Pickup","Private","0","PhD",0,"1",152060,"Manager","1","No","0",0,"Yes","no","No","F",1,34,"Urban",12
"3333","0",0,62,20160,0,"SUV","Private","0","Masters",259666,"0",94344,"Lawyer","0","Yes","1",0,"No","no","No","F",4,5,"Urban",15
"3334","0",0,49,16150,0,"Minivan","Commercial","0","Bachelors",81701,"0",6004,"Student","0","Yes","0",0,"No","yes","No","M",10,56,"Urban",11
"3335","0",0,38,15200,1,"Minivan","Private","2","No High School",0,"2",9617,"Clerical","0","Yes","0",3165,"No","no","No","F",1,65,"Urban",14
"3336","0",0,31,21180,0,"SUV","Private","0","PhD",0,"3",99412,"Manager","0","No","0",0,"Yes","no","No","F",17,29,"Urban",13
"3337","0",0,48,6100,0,"Minivan","Private","0","Masters",358643,"0",120483,"Professional","0","Yes","0",0,"No","yes","No","M",11,60,"Urban",13
"3338","0",0,51,13030,0,"Minivan","Commercial","0","Bachelors",202366,"0",64292,"Blue Collar","0","Yes","4",0,"No","yes","No","M",1,31,"Rural",11
"3339","0",0,44,12680,0,"Minivan","Commercial","4","High School",213661,"0",76589,"Blue Collar","0","No","0",27779,"No","no","No","M",4,11,"Urban",9
"3340","0",0,54,15240,1,"Minivan","Private","0","High School",143227,"0",24397,"Clerical","0","Yes","0",0,"No","no","No","M",9,35,"Urban",13
"3341","0",0,32,4700,0,"SUV","Private","0","No High School",86502,"2",0,"Home Maker","0","Yes","0",0,"No","no","No","F",7,39,"Rural",0
"3342","0",0,42,5700,0,"Pickup","Commercial","2","Masters",0,"0",74484,"Manager","0","No","1",2090,"No","yes","No","M",10,46,"Urban",10
"3343","0",0,39,5400,0,"Pickup","Private","0","High School",0,"0",59995,"Clerical","0","No","2",0,"No","yes","No","M",10,38,"Rural",11
"3344","0",0,40,29520,0,"Minivan","Private","0","PhD",0,"2",195506,"Lawyer","0","No","0",0,"Yes","no","No","M",4,32,"Urban",11
"3345","0",0,57,34150,0,"Pickup","Commercial","0","No High School",0,"0",53339,"Blue Collar","0","No","0",0,"No","no","No","F",4,37,"Urban",11.4391666666667
"3346","0",0,43,1680,0,"Sports Car","Private","0","No High School",112808,"2",1764,"Student","2","Yes","4",0,"No","no","No","F",10,5,"Rural",10
"3347","0",0,49,19020,0,"SUV","Commercial","0","Bachelors",384884,"0",122265,"Blue Collar","0","Yes","0",0,"No","no","No","F",1,29,"Rural",14
"3348","0",0,50,6820,0,"SUV","Private","0","High School",91409,"0",0,"Student","0","No","2",0,"No","no","No","F",4,37,"Rural",0
"3349","0",0,38,38260,0,"Van","Commercial","0","Bachelors",339360,"3",0,"Blue Collar","2","Yes","2",0,"No","no","No","F",1,15,"Urban",15
"3350","1",2986,38,21480,0,"Van","Commercial","0","Masters",223678,"2",81024,"Manager","0","Yes","0",0,"No","yes","No","M",1,31,"Urban",12
"3351","0",0,33,5820,0,"Pickup","Private","0","Bachelors",353724,"1",120665,"Manager","0","Yes","3",0,"No","no","No","F",1,35,"Urban",12
"3352","0",0,50,7970,1,"Pickup","Private","0","Bachelors",0,"0",29139,"Clerical","0","Yes","2",0,"No","yes","No","M",14,25,"Rural",11.9114523809524
"3353","0",0,47,8740,0.5,"SUV","Private","0","No High School",132240,"0",0,"Home Maker","0","Yes","2",0,"No","no","No","F",9,22,"Urban",0
"3354","0",0,38,17810,0,"SUV","Commercial","0","High School",224500,"3",48606,"Blue Collar","0","Yes","0",0,"No","no","No","F",10,37,"Urban",9
"3355","0",0,56,13110,0,"Pickup","Commercial","0","Bachelors",0,"0",0,"Professional","0","No","2",0,"No","no","No","F",10,46,"Urban",11
"3356","0",0,51,8370,0,"Pickup","Commercial","0","Masters",376662,"0",133469,"Manager","0","Yes","0",0,"No","yes","No","M",1,23,"Urban",16
"3357","0",0,48,21970,0,"Minivan","Private","0","PhD",323693,"0",124487,"Doctor","0","No","0",0,"No","no","No","F",6,41,"Urban",11
"3358","0",0,33,19000,0,"Minivan","Commercial","0","High School",188061,"0",72968,"Blue Collar","0","Yes","0",0,"No","yes","No","M",1,19,"Rural",13
"3359","0",0,44,16270,0,"Van","Commercial","0","Bachelors",204376,"1",0,"Blue Collar","1","Yes","2",0,"No","yes","Yes","M",13,47,"Rural",13
"3360","0",0,35,17030,0,"SUV","Commercial","2","No High School",0,"0",59555,"Blue Collar","0","Yes","3",13272,"No","no","No","F",1,23,"Rural",13
"3361","0",0,29,17120,0,"Sports Car","Private","0","Bachelors",302971,"1",92948,"Professional","0","Yes","2",0,"No","no","No","F",1,53,"Urban",10.2913333333333
"3362","0",0,40,18770,0,"Van","Commercial","0","Bachelors",186066,"0",49182,"Blue Collar","0","Yes","0",0,"No","no","No","M",10,28,"Urban",9
"3363","1",1698,55,34310,0,"Panel Truck","Commercial","2","Bachelors",274362,"0",86268,"Blue Collar","0","Yes","0",4423,"No","no","No","M",6,48,"Urban",15
"3364","0",0,49,21780,0,"Minivan","Private","0","Masters",232438,"0",68711,"Manager","0","Yes","0",0,"No","no","Yes","F",1,29,"Urban",11
"3365","0",0,42,18490,0,"Minivan","Private","3","Bachelors",134578,"0",50519,"Clerical","0","Yes","2",3590,"No","no","No","F",7,44,"Urban",12
"3366","0",0,41,7890,0,"SUV","Private","0","Bachelors",147099,"0",23327,"Home Maker","0","No","0",0,"No","no","No","F",1,25,"Urban",12
"3367","0",0,45,22040,0,"SUV","Private","0","Masters",0,"0",63117,"Lawyer","0","No","0",0,"No","no","No","F",11,41,"Urban",12
"3368","0",0,51,1500,1,"Minivan","Private","0","Masters",0,"0",85317,"Lawyer","0","No","0",0,"No","yes","No","M",3,40,"Rural",15
"3369","1",6393,38,16480,1,"Sports Car","Commercial","3","Bachelors",238054,"0",58530,"Blue Collar","0","Yes","7",2775,"No","no","No","F",1,21,"Urban",8
"3370","0",0,29,33100,0,"Pickup","Private","0","Bachelors",224864,"1",83557,"Professional","0","No","0",0,"Yes","no","No","F",10,20,"Urban",8
"3371","0",0,55,14000,0,"Minivan","Private","0","Bachelors",242287,"0",76118,"Manager","0","Yes","1",0,"No","no","No","M",1,61,"Urban",13
"3372","0",0,52,6700,0,"Pickup","Commercial","0","Bachelors",241047,"0",66436,"Blue Collar","0","No","1",0,"No","yes","No","M",6,58,"Rural",12
"3373","0",0,57,18930,1,"Van","Commercial","3","PhD",489403,"0",188536,"Manager","0","Yes","0",11320,"No","no","No","M",7,35,"Urban",12
"3374","0",0,56,30690,0,"SUV","Private","1","PhD",522898,"2",198720,"Manager","1","Yes","0",4638,"No","no","No","F",1,23,"Urban",14
"3375","0",0,42,6760,0,"Pickup","Private","3","PhD",0,"0",120315,"Doctor","0","No","0",9609,"No","yes","No","M",1,61,"Urban",14
"3376","0",0,36,16240,0,"Minivan","Private","0","Bachelors",0,"0",111446,"Manager","0","No","0",0,"No","no","No","F",19,29,"Urban",12
"3377","0",0,35,15370,1,"SUV","Commercial","0","Bachelors",284104,"0",101956,"Blue Collar","0","Yes","0",0,"No","no","No","F",8,73,"Urban",12
"3378","1",3159,57,18500,0,"Sports Car","Private","2","Masters",0,"2",148443,"Lawyer","0","No","4",7014,"Yes","no","No","F",6,40,"Urban",15
"3379","0",0,42,21570,0.51,"Minivan","Private","2","High School",0,"1",38189,"Clerical","0","No","1",18264,"Yes","no","Yes","M",10,25,"Urban",11
"3380","0",0,34,20520,0,"Minivan","Private","0","Bachelors",166941,"2",42463,"Professional","0","No","0",0,"Yes","yes","No","M",7,26,"Rural",15
"3381","0",0,46,17500,0,"Minivan","Commercial","0","High School",264516,"0",57870,"Blue Collar","0","Yes","0",0,"No","no","No","F",4,59,"Urban",18
"3382","0",0,46,21860,0,"SUV","Private","2","PhD",316291,"0",109609,"Doctor","0","Yes","3",23433,"No","no","No","F",13,47,"Urban",13
"3383","1",5236,34,8090,1,"SUV","Commercial","2","High School",237329,"3",61220,"Blue Collar","0","Yes","7",4402,"No","no","No","F",8,46,"Urban",16
"3384","1",5686,45,13540,0,"Minivan","Private","2","Masters",0,"0",44492,"Lawyer","0","No","4",10941,"No","no","No","F",1,9,"Urban",13
"3385","0",0,67,20000,0,"Minivan","Commercial","0","Bachelors",0,"1",55289,"Blue Collar","0","No","3",0,"Yes","no","No","F",7,40,"Urban",12.0833333333333
"3386","0",0,50,10700,0,"SUV","Commercial","0","Bachelors",161160,"0",41988,"Blue Collar","0","Yes","0",0,"No","no","No","F",6,30,"Urban",14
"3387","1",5692,44,21970,0.09,"Van","Commercial","0","Masters",0,"2",204668,"Manager","1","No","0",0,"Yes","yes","No","M",1,32,"Urban",17
"3388","0",0,29,6170,1,"SUV","Private","0","No High School",66346,"1",0,"Home Maker","0","Yes","0",0,"No","no","No","F",1,34,"Rural",0
"3389","0",0,55,28850,0,"Panel Truck","Commercial","0","PhD",0,"0",39482,"Manager","0","No","0",0,"No","yes","No","M",1,31,"Urban",12
"3390","0",0,36,27080,0.0199999999999999,"Panel Truck","Commercial","0","Masters",0,"0",99247,"Professional","0","No","1",0,"No","no","No","M",11,44,"Urban",8
"3391","0",0,43,8240,0,"SUV","Private","1","No High School",127798,"0",24411,"Clerical","0","No","2",44891,"No","no","Yes","F",16,12,"Urban",6
"3392","1",4045,52,12280,0,"SUV","Private","1","High School",98396,"0",0,"Home Maker","0","Yes","0",7070,"No","no","No","F",6,22,"Urban",0
"3393","1",13351.894438,31,7760,0,"SUV","Private","2","High School",128048,"4",20555,"Clerical","0","Yes","5",3327,"No","no","No","F",9,26,"Urban",15
"3394","1",2944,53,34450,1,"Panel Truck","Commercial","0","High School",172432,"0",44438,"Blue Collar","0","No","0",0,"No","yes","No","M",10,43,"Urban",12
"3395","0",0,42,17680,1,"Minivan","Commercial","2","No High School",112001,"3",19502,"Blue Collar","3","Yes","6",4352,"No","no","No","F",1,30,"Urban",6
"3396","0",0,42,5700,1,"SUV","Private","0","No High School",141117,"0",19835,"Home Maker","0","Yes","0",0,"No","no","No","F",12,43,"Rural",13
"3397","1",1022.4612006,26,16150,0,"SUV","Private","2","High School",0,"2",10730,"Student","0","Yes","7",6135,"No","no","No","F",11,5,"Urban",14
"3398","0",0,45,17490,0,"Van","Private","0","Masters",294905,"1",114905,"Lawyer","1","Yes","1",0,"No","yes","No","M",6,34,"Urban",8
"3399","0",0,37,14990,0,"Minivan","Private","0","No High School",0,"0",97916,"Blue Collar","0","No","1",0,"No","yes","No","M",7,14,"Urban",10
